년도,학기,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,수업시간,수업시간,수업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2016,1,전산전자공학부,ECE40093,캡스톤디자인,2,주간,전공선택,김영식외 2명,4,0,Y,NTH 313,32,"수8,금7","수8,금7","수8,금7",일반과목,N,4,,,,N,,,,
2016,1,전산전자공학부,ITP20001,Data Structures,1,주간,전공선택,김인중,3,50,Y,NTH 313,57,"월5,목5","월5,목5","월5,목5",일반과목,Y,2,,,,N,,,,
2016,1,전산전자공학부,ITP20001,Data Structures,2,주간,전공선택,김인중,3,50,Y,NTH 313,51,"월6,목6","월6,목6","월6,목6",일반과목,Y,2,,,,N,,,,
2016,1,전산전자공학부,ITP20007,Logic Design,2,주간,전공선택,홍신,3,50,Y,NTH 313,60,"화3,금3","화3,금3","화3,금3",일반과목,Y,2,,,,N,,,,
2016,1,전산전자공학부,ITP40001,Database System,1,주간,전공선택,홍신,3,40,Y,NTH 313,57,"화6,금6","화6,금6","화6,금6",일반과목,Y,4,,,,N,,,,
2016,1,공간환경시스템공학부,CUE20005,건축학입문,1,주간,전공선택,김학철,3,50,Y,NTH 313,45,"월4,화4","월4,화4","월4,화4",일반과목,Y,2,,,,N,,,,
2016,1,공간환경시스템공학부,CUE20052,국제개발계획,1,주간,전공선택,구자문,3,65,Y,NTH 313,58,"월1,목1","월1,목1","월1,목1",일반과목,N,2,,,,N,,,,
2016,1,글로벌리더십학부,GCS30008,EAP-Engineering,1,주간,교양선택필수,Kurt A. Davidek,3,20,Y,NTH 412,9,"월2,목2","월2,목2","월2,목2",일반과목,Y,3,,,,N,,1,W32,영어1
2016,1,글로벌리더십학부,GCS30008,EAP-Engineering,2,주간,교양선택필수,Kurt A. Davidek,3,20,Y,NTH 412,7,"월3,목3","월3,목3","월3,목3",일반과목,Y,3,,,,N,,1,W32,영어1
2016,1,글로벌리더십학부,GEK10091,컴퓨터공학개론,1,주간,교양선택,이강,2,35,Y,NTH 412,48,"월6,월7","월6,월7","월6,월7",일반과목,N,1,,,,N,1학년 수강 과목,,W18,전공기초
2016,1,전산전자공학부,ECE40093,캡스톤디자인,1,주간,전공선택,이강외 2명,4,0,Y,NTH 412,23,"수8,금7","수8,금7","수8,금7",일반과목,N,4,,,,N,,,,
2016,1,전산전자공학부,ECE30075,임베디드프로세서응용,1,주간,전공선택,이종원,3,30,Y,NTH 413,27,"월2,목2","월2,목2","월2,목2",일반과목,N,3,,,,N,,,,
2016,1,전산전자공학부,ECE30075,임베디드프로세서응용,2,주간,전공선택,이종원,3,30,Y,NTH 413,28,"월4,목4","월4,목4","월4,목4",일반과목,N,3,,,,N,,,,
2016,1,전산전자공학부,ECE40047,네트워크실습,1,주간,전공선택,이종원,3,20,Y,NTH 414,18,"화2,금2","화2,금2","화2,금2",일반과목,N,4,,,,N,,,,
2016,1,전산전자공학부,ECE20060,기초전자회로실험,1,주간,전공선택,김영식,2,40,Y,NTH 417,40,"화7,화8","화7,화8","화7,화8",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE20060,기초전자회로실험,2,주간,전공선택,황성수,2,40,Y,NTH 417,24,"목7,목8","목7,목8","목7,목8",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE30056,전자회로실험 1,1,주간,전공선택,김영식,1,40,Y,NTH 417,31,"월7,월8","월7,월8","월7,월8",일반과목,N,3,,,,N,,,,
2016,1,글로벌리더십학부,GCS10007,오피스활용,3,주간,교양선택필수,류정필,2,45,Y,OH 302,50,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS10007,오피스활용,4,주간,교양선택필수,류정필,2,45,Y,OH 302,45,"화6,금6","화6,금6","화6,금6",일반과목,N,1,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS20006,데이타베이스활용,1,주간,교양선택필수,류정필,2,45,Y,OH 302,49,"화2,금2","화2,금2","화2,금2",일반과목,N,2,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS20006,데이타베이스활용,2,주간,교양선택필수,류정필,2,45,Y,OH 302,51,"화3,금3","화3,금3","화3,금3",일반과목,N,2,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GEK10076,비전과 진로탐색,1,주간,교양선택,강두필,1,80,Y,OH 305,76,수2,수2,수2,성적만P/F나감,N,1,,,,N,1학년 우선수강,,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK10076,비전과 진로탐색,2,주간,교양선택,강두필,1,80,Y,OH 305,39,수3,수3,수3,성적만P/F나감,N,1,,,,N,1학년 우선수강,,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK20044,시민생활과 법,1,주간,교양선택필수,배준성,3,40,Y,OH 305,41,"월4,월5","월4,월5","월4,월5",일반과목,N,1,,,,N,법학부 4학년 이상 학생은 수강불가,,W28,사회과학
2016,1,창의융합교육원,CCE20003,프로그래밍 I,1,주간,전공필수,최창범외 1명,3,50,Y,OH 305,31,"월2,목2","월2,목2","월2,목2",일반과목,N,2,,,,N,,,,
2016,1,법학부,LAW20009,형법1,1,주간,전공필수,조혜신,3,80,Y,OH 305,82,"화2,금2","화2,금2","화2,금2",일반과목,N,2,,,,N,,,,
2016,1,상담심리사회복지학부,CSW40010,심리세미나,1,주간,전공선택,황인식,3,40,Y,OH 305,15,"화5,화6","화5,화6","화5,화6",일반과목,N,4,,,,N,,,,
2016,1,기계제어공학부,HMM10041,정역학,1,주간,전공선택,박동규,3,60,Y,OH 305,57,"월3,목3","월3,목3","월3,목3",일반과목,N,2,,,,N,,,,
2016,1,기계제어공학부,HMM10041,정역학,2,주간,전공선택,이종선,3,60,Y,OH 305,70,"화3,금3","화3,금3","화3,금3",일반과목,N,2,,,,N,,,,
2016,1,기계제어공학부,HMM30012,자동제어,1,주간,전공선택,나원상,3,60,Y,OH 305,60,"월6,목6","월6,목6","월6,목6",일반과목,N,2,,,,N,,,,
2016,1,글로벌리더십학부,GEK10035,한국사(근현대사),2,주간,교양선택필수,정성일,3,40,Y,OH 306,39,"목5,목6","목5,목6","목5,목6",일반과목,N,1,,,,,,,W27,인문학
2016,1,창의융합교육원,CCE20005,데이터 사이언스 입문,1,주간,전공선택,최혜봉,3,45,Y,OH 306,43,"월3,목3","월3,목3","월3,목3",일반과목,N,2,,,,N,,,,
2016,1,Global EDISON Academy,GEA20016,"Business, Culture, and Spirituality",1,주간,전공선택,최용준,3,40,Y,OH 306,10,"화2,금2","화2,금2","화2,금2",일반과목,Y,2,,,,N,,,,
2016,1,국제어문학부,ISE10022,"Understanding Literature: Reading, Reacting, Writing",1,주간,전공선택,장성진,3,40,Y,OH 306,27,"금5,금6","금5,금6","금5,금6",일반과목,N,1,,,,,,,,
2016,1,상담심리사회복지학부,CSW30009,심리평가,2,주간,전공필수,이은경,3,40,Y,OH 306,25,"월5,월6","월5,월6","월5,월6",일반과목,N,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30068,Human-Centered Design,1,주간,전공선택,강명지,3,25,Y,OH 306,18,"화3,화4","화3,화4","화3,화4",일반과목,N,3,,,,N,,,,
2016,1,콘텐츠융합디자인학부,IID30068,Human-Centered Design,2,주간,전공선택,강명지,3,25,Y,OH 306,25,"화5,화6","화5,화6","화5,화6",일반과목,N,3,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20065,사회복지실천론,1,주간,전공선택,정숙희,3,40,Y,OH 401,72,"월2,목2","월2,목2","월2,목2",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE20010,데이타구조,2,주간,전공선택,김호준,3,60,Y,OH 401,83,"화3,금3","화3,금3","화3,금3",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE30011,알고리듬분석,1,주간,전공선택,용환기,3,50,Y,OH 401,76,"월6,목6","월6,목6","월6,목6",일반과목,N,3,,,,N,,,,
2016,1,전산전자공학부,ITP20003,Java Programming,1,주간,전공선택,최창범,3,48,Y,OH 401,40,"화4,금4","화4,금4","화4,금4",일반과목,Y,2,,,,N,,,,
2016,1,전산전자공학부,ITP20003,Java Programming,2,주간,전공선택,최창범,3,48,Y,OH 401,53,"화5,금5","화5,금5","화5,금5",일반과목,Y,2,,,,N,,,,
2016,1,전산전자공학부,ITP30002,Operating Systems,1,주간,전공선택,김인중,3,50,Y,OH 401,52,"월3,목3","월3,목3","월3,목3",일반과목,Y,3,,,,N,,,,
2016,1,전산전자공학부,ITP30005,Algorithms Analysis,1,주간,전공선택,용환기,3,50,Y,OH 401,49,"월5,목5","월5,목5","월5,목5",일반과목,Y,3,,,,N,,,,
2016,1,전산전자공학부,ITP30008,Object-Oriented Design Pattern,1,주간,전공선택,성금영,3,40,Y,OH 401,67,"화2,금2","화2,금2","화2,금2",일반과목,Y,3,,,,N,,,,
2016,1,글로벌리더십학부,GEE20034,Cross-Cultural Global Perspectives,1,주간,교양선택필수,Michael Fowler,3,40,Y,OH 402,60,"화2,금2","화2,금2","화2,금2",일반과목,Y,1,,,,N,,,W28,사회과학
2016,1,글로벌리더십학부,GEE30023,Developing Leadership for a Global World,1,주간,교양선택,Michael Fowler,3,25,Y,OH 402,52,"월4,목4","월4,목4","월4,목4",일반과목,Y,1,,,,N,,,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK20042,교육학개론,1,주간,교양선택필수,Michael Fowler,3,40,Y,OH 402,56,"월2,목2","월2,목2","월2,목2",일반과목,Y,1,,,,N,,,W28,사회과학
2016,1,글로벌리더십학부,GEK20042,교육학개론,2,주간,교양선택필수,김경선,3,50,Y,OH 402,50,"화7,금7","화7,금7","화7,금7",일반과목,N,1,,,,N,TEP(Teacher Education Program) 선수과목 / TEP 희망자 우선 수강,,W28,사회과학
2016,1,글로벌리더십학부,GEK20058,성경의 이해,9,주간,교양선택필수,이재현,2,65,Y,OH 402,64,"월5,목5","월5,목5","월5,목5",일반과목,N,2,,,,N,"1학년 우선 수강, 장기려 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK30030,현대과학과 기술의 철학,1,주간,교양선택필수,손화철,3,80,Y,OH 402,87,"화3,금3","화3,금3","화3,금3",일반과목,Y,1,,,,N,각 학년 20명,,W27,인문학
2016,1,글로벌리더십학부,GEK40091,교양특론2,1,주간,교양선택,송인호외 8명,3,80,Y,OH 402,80,"수2,수3","수2,수3","수2,수3",성적만P/F나감,N,4,,,,N,주제 : 민족화해와 기독교,,W60,특론및개별연구
2016,1,상담심리사회복지학부,CSW20015,기독교 상담,1,주간,전공선택,신정미,3,60,Y,OH 402,42,"화4,화5","화4,화5","화4,화5",일반과목,N,4,,,,N,,,,
2016,1,상담심리사회복지학부,CSW20079,영성사회복지론,1,주간,전공선택,유장춘외 1명,3,80,Y,OH 402,66,"화1,금1","화1,금1","화1,금1",성적만P/F나감,N,2,,,,N,,,,
2016,1,글로벌리더십학부,GEK10096,Calculus 2,3,주간,교양선택필수,정상모,3,60,Y,OH 403,78,"화5,금5","화5,금5","화5,금5",일반과목,Y,1,,,,N,1학년 우선수강,,W29,자연과학
2016,1,글로벌리더십학부,GEK20058,성경의 이해,1,주간,교양선택필수,김기호,2,65,Y,OH 403,66,"화1,금1","화1,금1","화1,금1",성적만P/F나감,N,2,,,,N,"1학년 우선 수강, 열송학사 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20058,성경의 이해,2,주간,교양선택필수,김기호,2,65,Y,OH 403,90,"화2,금2","화2,금2","화2,금2",성적만P/F나감,N,2,,,,N,"1학년 우선 수강, 열송학사 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20058,성경의 이해,3,주간,교양선택필수,김기호,2,65,Y,OH 403,80,"화3,금3","화3,금3","화3,금3",성적만P/F나감,N,2,,,,N,"1학년 우선 수강, 열송학사 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20058,성경의 이해,7,주간,교양선택필수,이재현,2,65,Y,OH 403,67,"월2,목2","월2,목2","월2,목2",일반과목,N,2,,,,N,"1학년 우선 수강, 장기려 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20058,성경의 이해,8,주간,교양선택필수,이재현,2,65,Y,OH 403,66,"월3,목3","월3,목3","월3,목3",일반과목,N,2,,,,N,"1학년 우선 수강, 장기려 RC 분반",,W34,기독교신앙기초1
2016,1,글로벌리더십학부,GEK20062,기독교 변증학,2,주간,교양선택필수,김기호,3,70,Y,OH 403,106,"월5,목5","월5,목5","월5,목5",성적만P/F나감,N,2,,,,N,,,W09,세계관2
2016,1,글로벌리더십학부,GEK30015,현대사회와선교,1,주간,교양선택필수,마민호외 6명,3,50,Y,OH 403,55,"수2,수3","수2,수3","수2,수3",일반과목,N,1,,,,N,,,W09,세계관2
2016,1,글로벌리더십학부,GEK10030,철학개론,1,주간,교양선택필수,손화철,3,120,Y,OH 405,138,"화2,금2","화2,금2","화2,금2",일반과목,Y,1,,,,N,각 학년 30명,,W27,인문학
2016,1,글로벌리더십학부,GEK10042,사회복지개론,1,주간,교양선택,유장춘외 3명,3,100,Y,OH 405,102,"월3,목3","월3,목3","월3,목3",일반과목,N,1,,,,N,,,W18,전공기초
2016,1,글로벌리더십학부,GEK10057,일반생물학,1,주간,교양선택필수,도명술외 1명,3,60,Y,OH 405,94,"월5,목5","월5,목5","월5,목5",일반과목,N,1,,,,N,,,W29,자연과학
2016,1,글로벌리더십학부,GEK20048,비전과 취업역량개발,1,주간,교양선택,강두필,1,40,Y,OH 405,39,"수8,수9","수8,수9","수8,수9",성적만P/F나감,N,2,GEK20048,1,D,N,"3,4학년 우선수강",,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK20048,비전과 취업역량개발,2,주간,교양선택,강두필,1,40,Y,OH 405,2,"수8,수9","수8,수9","수8,수9",성적만P/F나감,N,2,GEK20048,1,C,N,"3,4학년 우선수강",,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK20048,비전과 취업역량개발,3,주간,교양선택,강두필,1,40,Y,OH 405,0,"수8,수9","수8,수9","수8,수9",성적만P/F나감,N,2,GEK20048,1,C,N,"3,4학년 우선수강",,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK20048,비전과 취업역량개발,4,주간,교양선택,강두필,1,40,Y,OH 405,0,"수8,수9","수8,수9","수8,수9",성적만P/F나감,N,2,GEK20048,1,C,N,"3,4학년 우선수강",,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK30015,현대사회와선교,2,주간,교양선택필수,마민호외 6명,3,150,Y,OH 405,103,화6,화6,화6,일반과목,N,1,,,,N,"온라인, 오프라인 1:1 블렌디드 수업",,W09,세계관2
2016,1,경영경제학부,MEC10001,경제학입문,1,주간,전공선택,김재홍,3,120,Y,OH 405,120,"월6,목6","월6,목6","월6,목6",일반과목,N,1,,,,N,,,W18,전공기초
2016,1,상담심리사회복지학부,CSW20054,인간행동과 사회환경,1,주간,전공선택,전명희,3,130,Y,OH 405,130,"화3,금3","화3,금3","화3,금3",일반과목,N,2,,,,N,,,,
2016,1,생명과학부,BFT20001,유기화학,1,주간,전공선택,차승훈,3,130,Y,OH 405,98,"목4,목5","목4,목5","목4,목5",일반과목,N,2,,,,N,,,,
2016,1,생명과학부,BFT20002,일반미생물,1,주간,전공필수,곽진환외 3명,3,130,Y,OH 405,107,"화4,금4","화4,금4","화4,금4",일반과목,N,2,,,,N,,,,
2016,1,전산전자공학부,ECE20057,논리설계,1,주간,전공선택,용환기,3,90,Y,OH 405,129,"월2,목2","월2,목2","월2,목2",일반과목,N,2,,,,N,,,,
2016,1,기계제어공학부,HMM20026,제어회로,1,주간,전공선택,김재효,3,60,Y,OH 405,113,"화1,금1","화1,금1","화1,금1",일반과목,N,2,,,,N,,,,
2016,1,글로벌리더십학부,GCS10058,C 프로그래밍,2,주간,교양선택필수,김상환,3,45,Y,OH 420,49,"월3,목3","월3,목3","월3,목3",일반과목,Y,1,,,,,,,W58,프로그래밍기초
2016,1,글로벌리더십학부,GEK10041,심리학개론,4,주간,교양선택,박명준,3,50,Y,OH 420,14,"화2,화3","화2,화3","화2,화3",일반과목,N,1,,,,N,,,W18,전공기초
2016,1,글로벌리더십학부,GEK20011,기독교 세계관,1,주간,교양선택필수,곽진환,2,50,Y,OH 420,55,"월2,목2","월2,목2","월2,목2",일반과목,N,1,,,,N,100분 수업,,W08,세계관1
2016,1,글로벌리더십학부,GEK20011,기독교 세계관,3,주간,교양선택필수,최용준,2,60,Y,OH 420,56,"월4,목4","월4,목4","월4,목4",일반과목,Y,1,,,,N,60분 수업임,,W08,세계관1
2016,1,글로벌리더십학부,GEK20017,학문과신앙1,1,주간,교양선택필수,최용준,3,60,Y,OH 420,24,"화5,금5","화5,금5","화5,금5",일반과목,N,1,,,,N,"75분 수업, 기독교 세계관을 들었을 경우에 한해 수강가능(기독교세계관에 대한 기초지식을 가진자도 수강가능)",,W09,세계관2
2016,1,글로벌리더십학부,GEK20051,Mission Perspective,1,주간,교양선택필수,조원철외 4명,2,50,Y,OH 420,40,"수2,수3","수2,수3","수2,수3",일반과목,N,1,,,,N,,,W08,세계관1
2016,1,글로벌리더십학부,GEK30014,기독교와현대사상,1,주간,교양선택필수,최용준,3,60,Y,OH 420,62,"월5,목5","월5,목5","월5,목5",일반과목,Y,1,,,,N,75분 수업임,,W09,세계관2
2016,1,글로벌리더십학부,GEK30014,기독교와현대사상,2,주간,교양선택필수,김기호,3,50,Y,OH 420,43,"월6,목6","월6,목6","월6,목6",일반과목,N,1,,,,N,,,W09,세계관2
2016,1,글로벌리더십학부,GEK20028,인간관계와자기성장,4,주간,교양선택,황인식,3,50,Y,OH Media,52,"화2,화3","화2,화3","화2,화3",성적만P/F나감,Y,1,,,,N,,,W30,리더십및문제해결
2016,1,콘텐츠융합디자인학부,IID30018,디자인세미나1,1,주간,전공선택,이중섭,1,40,Y,OH Media,40,목5,목5,목5,성적만P/F나감,N,3,,,,N,,,,
2016,1,글로벌리더십학부,GEK10011,창조와 진화,2,주간,교양선택필수,도명술외 4명,2,160,Y,SU 101,165,"수3,수4","수3,수4","수3,수4",일반과목,N,1,,,,N,,,W08,세계관1
2016,1,글로벌리더십학부,GEK10021,생활체육 1,6,주간,교양선택,이록우,1,20,Y,SU 101,21,"수8,수9","수8,수9","수8,수9",성적만P/F나감,N,1,,,,N,"축구 / 19:30~22:00 (100분 수업) / 강의장소: 평봉필드 (악천우 시, 학생회관 101호)",,W31,스포츠
2016,1,글로벌리더십학부,GEK10021,생활체육 1,7,주간,교양선택,이록우,1,20,Y,SU 101,20,"금8,금9","금8,금9","금8,금9",성적만P/F나감,N,1,,,,N,"축구 / 19:30~22:00 (100분 수업) / 강의장소: 평봉필드 (악천우 시, 학생회관 101호)",,W31,스포츠
2016,1,글로벌리더십학부,GEK20028,인간관계와자기성장,1,주간,교양선택,이재명,3,60,Y,SU 101,60,"목2,목3","목2,목3","목2,목3",성적만P/F나감,N,1,GEK20028,1,D,,,,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK20028,인간관계와자기성장,2,주간,교양선택,이재명,3,60,Y,SU 101,60,"목5,목6","목5,목6","목5,목6",성적만P/F나감,N,1,,,,N,,,W30,리더십및문제해결
2016,1,글로벌리더십학부,GEK30022,리더십의 이해,1,주간,교양선택,라원기,2,60,Y,SU 101,60,"월5,월6","월5,월6","월5,월6",성적만P/F나감,N,1,,,,N,,,W30,리더십및문제해결
